order_id,customer_id,order_date,shipping_id
150,15520,2023-05-23,1
151,4361,2023-09-28,2
152,17541,2023-09-21,1
153,10060,2023-03-27,1
154,16782,2023-02-09,1
155,13036,2023-03-05,1
156,2361,2023-03-09,2
157,19238,2023-11-12,3
158,9022,2023-01-09,2
159,6108,2023-07-08,2
160,5863,2023-11-21,1
161,6942,2023-01-21,1
162,15209,2023-06-14,1
163,10593,2023-05-19,1
164,10960,2024-06-11,1
165,20771,2024-04-16,1
166,24817,2023-09-18,2
167,5863,2023-08-11,1
168,24740,2023-02-07,1
169,2774,2024-02-25,1
170,22107,2024-01-28,1
171,4280,2024-03-28,1
172,11841,2024-03-05,1
173,4101,2024-06-15,2
174,6591,2023-08-29,1
175,20536,2023-02-12,1
176,6552,2023-04-12,2
177,6451,2023-12-09,2
178,13802,2024-04-26,1
179,11778,2023-09-30,2
180,24930,2024-06-18,1
181,22284,2023-11-21,2
182,12961,2023-11-02,1
183,22653,2023-08-01,3
184,2217,2023-06-07,2
185,842,2023-10-21,1
186,13691,2023-08-05,1
187,17681,2023-09-03,1
188,6854,2023-11-02,1
189,1210,2023-11-22,1
190,6611,2023-03-08,1
191,17218,2023-11-23,1
192,18692,2023-12-29,3
193,12798,2023-05-17,3
194,11434,2024-01-05,1
195,14302,2024-04-12,1
196,18162,2024-02-07,1
197,12425,2023-12-23,1
198,15819,2024-02-08,1
199,1700,2024-02-25,1
200,10972,2023-09-16,1
201,8991,2023-08-24,1
202,7083,2023-03-14,2
203,19450,2024-03-25,1
204,24455,2023-01-28,1
205,2023,2023-01-04,2
206,22268,2023-02-19,1
207,19584,2024-02-13,2
208,6543,2023-07-17,1
209,16962,2023-06-11,3
210,4151,2023-04-02,2
211,13515,2023-05-04,1
212,2033,2023-11-12,2
213,8889,2023-07-18,1
214,11658,2023-09-06,1
215,3564,2023-04-13,1
216,10448,2024-04-17,1
217,20210,2023-11-24,1
218,21786,2023-07-10,1
219,18212,2023-11-13,1
220,12604,2023-06-20,1
221,10206,2024-03-29,1
222,7767,2024-03-13,1
223,1004,2024-03-20,1
224,19619,2023-09-13,1
225,24064,2023-04-18,1
226,8457,2023-11-11,1
227,18059,2024-04-18,1
228,12831,2023-09-23,1
229,8285,2023-08-18,1
230,6720,2023-07-02,1
231,13433,2023-09-09,2
232,19916,2023-08-14,3
233,15578,2023-09-09,2
234,3833,2024-04-12,2
235,23831,2023-12-10,1
236,16994,2023-03-04,1
237,6736,2023-10-29,1
238,11555,2023-11-28,2
239,7562,2023-07-10,1
240,5660,2024-02-13,1
241,1012,2023-01-16,2
242,9872,2023-02-05,2
243,9357,2024-06-13,2
244,23962,2023-02-26,1
245,18922,2023-06-01,1
246,1863,2023-03-31,1
247,8386,2023-04-10,3
248,1415,2023-10-14,2
249,5586,2023-10-22,2
250,11767,2023-03-03,1
251,4281,2024-06-28,2
252,581,2023-01-10,1
253,18322,2023-02-20,1
254,24418,2023-07-19,1
255,21437,2024-06-04,1
256,6065,2024-03-15,1
257,12624,2024-06-04,1
258,1808,2023-10-23,1
259,15783,2024-04-23,1
260,23738,2023-04-23,1
261,13808,2023-03-15,1
262,14646,2023-05-24,1
263,3295,2024-02-08,2
264,14906,2024-06-10,1
265,2355,2023-11-19,1
266,3547,2023-01-07,3
267,4271,2023-11-27,1
268,23407,2023-11-19,1
269,16934,2023-03-19,1
270,2116,2024-03-07,1
271,10473,2024-04-30,1
272,21552,2024-03-06,1
273,5377,2023-08-01,1
274,14868,2024-04-11,1
275,6319,2023-04-11,1
276,16402,2024-04-11,2
277,12942,2023-09-30,1
278,15923,2023-08-03,1
279,8158,2023-10-06,3
280,21873,2024-04-30,1
281,209,2024-01-04,1
282,17357,2023-12-20,1
283,8691,2023-12-21,3
284,52,2023-08-17,1
285,7474,2023-09-23,2
286,11825,2023-08-09,1
287,12225,2023-01-23,1
288,11468,2023-02-23,1
289,9514,2023-01-18,1
290,9575,2023-01-11,1
291,16665,2024-06-04,1
292,3596,2024-06-01,3
293,9605,2024-05-23,2
294,11271,2023-08-31,1
295,2284,2023-02-27,1
296,22829,2024-04-28,2
297,3743,2023-01-21,3
298,19646,2023-04-06,2
299,15826,2023-07-28,1
300,13219,2024-02-16,1
301,13634,2023-11-06,2
302,6332,2023-12-20,1
303,3609,2023-01-01,1
304,2993,2023-02-18,1
305,16509,2023-03-25,3
306,6112,2023-10-17,1
307,15864,2023-12-11,1
308,21205,2024-06-09,1
309,19097,2023-02-26,1
310,13223,2024-06-03,2
311,23221,2024-06-02,1
312,6260,2023-04-10,1
313,4531,2024-02-04,1
314,13504,2024-03-11,1
315,14495,2023-02-09,1
316,3644,2023-11-17,1
317,13314,2023-09-24,3
318,8074,2023-03-12,1
319,11405,2023-01-23,1
320,9193,2023-04-28,1
321,14013,2023-02-18,2
322,4949,2023-04-27,3
323,12217,2024-04-02,3
324,17102,2024-04-26,2
325,6444,2023-02-05,1
326,23781,2023-10-21,1
327,5552,2023-04-27,2
328,15920,2023-12-18,1
329,6659,2023-08-26,1
330,3078,2023-12-14,1
331,21355,2023-08-15,2
332,6773,2023-08-25,2
333,22477,2024-04-14,3
334,17162,2024-06-22,1
335,12917,2023-09-08,1
336,19247,2024-03-08,1
337,10445,2023-09-20,2
338,2501,2024-04-11,1
339,6763,2023-02-12,1
340,21080,2023-09-11,1
341,3368,2023-12-11,1
342,40,2023-12-27,3
343,17544,2023-10-19,2
344,23674,2024-03-08,2
345,12887,2023-03-08,1
346,8740,2024-01-05,2
347,11525,2023-02-14,1
348,20262,2023-12-07,1
349,7677,2023-09-02,3
350,11388,2023-06-10,1
351,18363,2024-05-13,1
352,20928,2023-01-26,1
353,3338,2024-02-16,2
354,5247,2024-05-20,1
355,19914,2024-06-08,1
356,16229,2023-06-07,1
357,5972,2024-03-06,2
358,2421,2024-03-03,1
359,22639,2023-07-05,1
360,4373,2024-05-07,1
361,7461,2023-08-17,1
362,15236,2023-09-17,1
363,11487,2023-03-25,1
364,18569,2023-11-07,1
365,3523,2023-08-28,1
366,14820,2023-02-19,1
367,1441,2023-07-19,1
368,20543,2023-12-15,1
369,16238,2023-08-15,1
370,5140,2023-11-11,1
371,23983,2024-01-26,2
372,233,2023-02-09,1
373,19419,2024-04-10,1
374,620,2023-05-15,1
375,434,2023-02-01,1
376,21743,2023-10-16,1
377,5283,2024-01-22,1
378,10067,2023-07-16,1
379,12993,2023-10-09,1
380,7378,2023-10-05,1
381,9710,2023-04-09,1
382,3993,2024-06-13,1
383,20318,2023-09-15,1
384,1824,2023-09-18,1
385,16857,2023-01-20,1
386,10048,2023-02-03,2
387,8405,2023-02-20,1
388,16797,2023-01-12,3
389,398,2023-05-19,1
390,20843,2023-03-31,1
391,2766,2023-06-06,1
392,6475,2023-04-27,1
393,1825,2023-12-26,1
394,22406,2023-08-22,1
395,13750,2023-06-29,2
396,11093,2024-05-12,1
397,17506,2023-07-08,1
398,16580,2023-07-26,3
399,8738,2023-12-24,1
400,23075,2023-06-02,2
401,19687,2023-06-02,1
402,12912,2024-03-01,1
403,11270,2023-12-13,1
404,9551,2023-08-10,2
405,4940,2024-03-27,3
406,4494,2024-01-30,1
407,20197,2023-11-24,3
408,24044,2023-07-19,1
409,22006,2024-03-19,1
410,13305,2024-02-06,1
411,10787,2023-02-12,1
412,13939,2024-01-27,1
413,20961,2023-12-09,2
414,21501,2024-02-07,2
415,1810,2023-09-07,1
416,23830,2023-07-20,1
417,5733,2024-02-03,1
418,8165,2023-10-30,2
419,5926,2023-02-03,1
420,1401,2024-05-29,1
421,1999,2023-12-19,2
422,12450,2024-02-28,1
423,18789,2023-10-21,1
424,16305,2023-11-13,1
425,6067,2024-05-19,3
426,1377,2024-03-11,1
427,22070,2023-10-17,2
428,8033,2024-01-02,2
429,7253,2024-04-28,1
430,20238,2023-04-29,1
431,14514,2023-10-02,1
432,9847,2023-10-15,2
433,1045,2024-05-14,2
434,14424,2023-05-29,1
435,23159,2023-09-07,1
436,5994,2023-08-24,1
437,10011,2024-04-12,1
438,22505,2023-01-31,1
439,20950,2023-07-05,1
440,13966,2023-05-13,1
441,17981,2024-04-18,3
442,13153,2024-01-16,1
443,17925,2024-05-16,2
444,7257,2023-12-11,1
445,16416,2023-09-14,1
446,8122,2024-05-10,1
447,22025,2023-10-07,1
448,9034,2024-06-05,1
449,6343,2024-04-22,2
450,16667,2024-07-01,1
451,15894,2023-01-03,1
452,690,2023-10-19,1
453,8383,2023-12-22,1
454,8289,2023-12-22,1
455,19133,2023-04-21,1
456,10955,2023-06-23,1
457,9156,2023-09-05,1
458,8581,2023-04-03,2
459,22683,2023-07-25,1
460,9701,2023-03-01,1
461,7974,2023-04-26,1
462,4038,2024-01-16,1
463,12705,2023-04-14,3
464,1310,2023-06-19,2
465,10382,2024-05-02,1
466,9579,2023-05-18,1
467,1266,2024-06-15,2
468,23883,2023-01-07,2
469,4205,2024-04-02,1
470,15711,2024-04-24,1
471,23431,2024-03-10,1
472,20483,2023-02-26,1
473,11256,2023-01-11,1
474,727,2023-11-24,3
475,19079,2023-10-05,3
476,10411,2024-04-23,3
477,5142,2023-02-13,1
478,20125,2023-01-04,1
479,17500,2023-04-04,1
480,22856,2023-12-19,1
481,21950,2024-06-26,1
482,6029,2023-12-08,3
483,30,2023-02-13,1
484,17127,2024-03-01,1
485,9474,2023-12-06,1
486,13980,2023-09-17,1
487,18201,2024-01-17,1
488,13799,2023-10-24,2
489,24701,2023-02-01,1
490,18579,2023-10-23,1
491,4720,2023-01-08,1
492,16578,2024-04-01,1
493,8880,2023-02-23,1
494,5545,2023-06-05,1
495,23761,2023-06-06,1
496,4575,2023-09-29,2
497,22485,2024-01-27,3
498,18209,2023-04-18,1
499,21727,2024-04-13,1
500,12380,2023-10-21,1
501,7458,2024-04-11,1
502,15837,2023-09-05,1
503,18372,2024-05-11,1
504,6635,2023-04-27,2
505,14272,2024-01-08,1
506,17163,2024-06-26,1
507,23919,2024-02-06,1
508,6351,2023-09-04,2
509,11371,2023-08-03,2
510,18675,2023-09-24,1
511,803,2023-10-15,3
512,4369,2024-04-12,1
513,15008,2023-08-12,3
514,14966,2023-08-29,1
515,19404,2023-02-03,3
516,19376,2023-03-02,1
517,1398,2024-06-11,1
518,20708,2023-10-24,1
519,17999,2024-01-12,1
520,17023,2024-05-01,1
521,1471,2023-06-28,2
522,10942,2023-02-11,1
523,8939,2023-01-10,1
524,18730,2024-03-08,1
525,13832,2023-03-04,1
526,14619,2023-01-24,1
527,15709,2023-05-01,2
528,23935,2023-03-14,2
529,24574,2023-07-06,2
530,18139,2023-11-10,1
531,343,2024-05-14,1
532,8201,2024-01-21,2
533,2920,2023-05-04,1
534,18661,2024-01-17,1
535,18241,2023-10-26,2
536,4920,2023-06-18,3
537,1275,2023-07-10,1
538,4877,2023-10-14,2
539,14662,2023-10-08,1
540,4513,2023-09-02,1
541,11515,2024-06-24,2
542,13065,2023-09-26,1
543,1361,2024-02-20,1
544,18023,2023-09-11,1
545,20267,2024-01-08,1
546,17693,2023-01-01,1
547,18992,2024-01-27,2
548,543,2024-01-02,1
549,23606,2023-02-10,1
550,12760,2024-06-10,1
551,4491,2023-07-07,2
552,10122,2023-10-18,1
553,4969,2024-04-04,1
554,13619,2024-01-07,1
555,16565,2023-06-12,1
556,18898,2023-01-04,1
557,21489,2023-10-20,2
558,12829,2023-01-30,1
559,16646,2023-12-22,1
560,2086,2023-05-24,2
561,10926,2023-04-14,3
562,18762,2023-08-06,1
563,21285,2024-07-02,3
564,16060,2023-07-28,1
565,21689,2023-03-23,2
566,21441,2023-11-18,2
567,9748,2023-02-04,1
568,10742,2023-12-26,1
569,5140,2023-10-02,2
570,11680,2023-03-09,1
571,21671,2024-06-26,1
572,233,2023-10-07,1
573,2344,2024-03-30,1
574,5998,2023-06-17,1
575,725,2023-03-06,1
576,462,2023-04-13,2
577,15044,2024-02-22,1
578,18917,2023-05-29,1
579,11588,2024-03-21,1
580,12484,2023-03-06,2
581,9212,2024-05-31,1
582,7187,2023-12-10,1
583,6030,2023-04-21,2
584,22985,2023-08-26,2
585,13791,2023-05-05,1
586,14156,2023-07-18,1
587,5988,2024-03-13,1
588,191,2023-06-06,3
589,6974,2023-01-22,2
590,16366,2023-01-04,3
591,1396,2023-09-13,1
592,2111,2024-04-22,1
593,17901,2023-06-30,1
594,13468,2024-04-13,1
595,2548,2023-07-10,1
596,11906,2023-06-05,2
597,12539,2024-06-15,1
598,21998,2023-08-01,3
599,10251,2024-01-26,1
600,9978,2023-11-17,1
601,15057,2023-01-27,1
602,15368,2023-11-29,2
603,12368,2024-02-09,2
604,24323,2023-09-04,1
605,1184,2024-06-03,1
606,10450,2024-06-23,1
607,2688,2023-01-29,3
608,7644,2023-08-21,1
609,21756,2023-05-21,1
610,22199,2024-02-16,1
611,21065,2023-03-24,2
612,13783,2023-04-22,1
613,22355,2023-05-23,1
614,22141,2023-01-01,2
615,850,2024-06-19,1
616,12205,2023-07-07,1
617,9357,2023-08-13,1
618,8523,2023-08-30,1
619,17877,2024-04-15,1
620,21750,2023-12-21,1
621,24243,2023-06-25,1
622,1776,2023-06-20,1
623,23250,2023-03-14,2
624,22226,2024-01-07,2
625,21682,2023-07-23,1
626,18433,2023-09-25,1
627,9304,2023-07-21,2
628,3334,2023-07-21,1
629,11215,2023-11-06,2
630,1959,2024-01-08,1
631,19594,2023-10-12,1
632,21995,2023-03-19,2
633,2527,2023-06-15,3
634,13503,2023-02-28,1
635,13939,2023-09-30,1
636,11275,2024-06-14,1
637,15615,2023-12-13,1
638,8935,2023-11-12,1
639,15719,2023-04-23,1
640,19197,2024-05-31,1
641,8119,2023-07-13,1
642,4961,2023-06-23,2
643,5267,2024-01-22,1
644,11630,2023-07-29,1
645,3291,2023-10-22,1
646,22522,2024-06-15,1
647,6706,2023-01-16,1
648,21909,2023-12-20,1
649,20985,2024-04-28,1
650,2657,2023-05-25,1
651,10049,2023-03-31,1
652,24159,2024-05-19,1
653,23068,2023-06-19,2
654,19058,2024-02-07,1
655,2526,2023-01-03,1
656,233,2024-02-20,2
657,1280,2024-03-29,1
658,11504,2023-07-31,1
659,1724,2023-07-09,2
660,239,2023-04-15,3
661,14917,2023-03-15,2
662,17262,2024-02-10,1
663,21230,2023-04-29,1
664,13733,2024-02-09,1
665,9996,2023-01-16,1
666,4189,2024-04-04,1
667,9072,2024-01-27,3
668,22871,2024-02-22,1
669,1947,2023-05-29,2
670,24543,2023-10-18,1
671,20710,2023-12-08,1
672,23507,2023-08-18,2
673,19754,2024-03-10,1
674,15252,2024-04-19,2
675,1790,2024-04-14,1
676,20494,2024-01-05,2
677,21712,2023-10-17,1
678,14640,2023-01-13,1
679,23502,2023-04-16,1
680,7703,2023-04-22,1
681,15588,2023-07-26,3
682,5516,2023-10-10,1
683,12553,2023-05-24,3
684,7523,2023-05-03,2
685,17021,2023-08-11,1
686,17941,2023-03-28,1
687,14312,2023-08-15,1
688,8319,2024-01-22,1
689,2179,2023-03-07,1
690,10979,2024-01-18,2
691,2058,2023-10-08,1
692,23754,2023-04-28,3
693,2753,2024-04-18,2
694,7374,2024-04-12,1
695,12476,2024-02-27,1
696,22188,2023-07-12,1
697,6155,2023-03-30,1
698,18574,2023-03-07,1
699,6573,2024-06-29,1
700,18925,2023-05-02,1
701,3470,2023-07-21,1
702,21365,2023-04-25,1
703,13329,2024-04-10,1
704,5021,2024-05-10,1
705,3189,2023-01-17,3
706,18232,2024-02-15,1
707,14460,2023-07-08,2
708,4228,2024-06-09,1
709,7967,2023-08-29,1
710,10816,2024-02-05,1
711,13466,2023-06-25,2
712,8406,2023-01-11,1
713,10670,2023-02-20,1
714,21695,2023-12-12,1
715,8356,2023-12-14,1
716,9902,2024-01-04,2
717,15076,2024-05-21,1
718,14511,2024-01-17,2
719,21811,2023-05-26,1
720,21589,2023-06-22,3
721,20374,2023-11-02,1
722,14784,2023-08-27,2
723,4191,2023-03-19,2
724,20697,2023-03-20,2
725,14191,2023-03-21,2
726,18507,2023-10-18,1
727,14296,2023-07-23,2
728,15591,2023-12-17,1
729,6614,2023-11-18,1
730,5193,2023-06-30,1
731,14918,2023-01-23,1
732,608,2024-02-04,1
733,13709,2023-05-10,1
734,6618,2024-04-10,1
735,13610,2023-02-17,1
736,10083,2023-08-08,1
737,10679,2023-09-02,1
738,20779,2023-01-11,1
739,3555,2023-01-24,1
740,9978,2023-08-18,1
741,23068,2024-05-31,2
742,3341,2023-01-18,1
743,21622,2023-12-02,2
744,15245,2023-03-21,1
745,4415,2023-12-22,1
746,24659,2023-04-24,2
747,16513,2023-06-02,2
748,21940,2023-01-05,1
749,15395,2024-05-22,1
750,15168,2023-02-15,3
751,7914,2024-05-22,1
752,2246,2024-03-30,1
753,7588,2023-03-16,2
754,9669,2024-03-03,1
755,212,2024-04-06,1
756,11470,2023-04-22,1
757,15434,2024-07-04,2
758,24468,2023-09-30,1
759,2342,2024-06-21,1
760,10063,2023-10-13,1
761,14033,2024-06-20,2
762,21727,2023-04-06,2
763,13554,2023-10-14,2
764,6583,2024-04-05,1
765,477,2023-12-31,1
766,24468,2023-12-20,1
767,24309,2023-01-13,1
768,7244,2023-10-29,1
769,9124,2023-01-19,1
770,2115,2024-06-09,2
771,2842,2024-06-16,1
772,6220,2024-02-01,1
773,1241,2023-06-16,1
774,23086,2023-04-26,3
775,10266,2023-11-16,1
776,9659,2023-05-28,1
777,24286,2024-03-20,1
778,11397,2024-05-21,1
779,21926,2023-08-29,1
780,23386,2023-10-23,2
781,16858,2024-06-02,1
782,23547,2023-12-07,1
783,4850,2024-05-04,1
784,13805,2023-02-28,2
785,19804,2023-09-30,1
786,12683,2023-03-11,1
787,16603,2023-11-04,1
788,10144,2023-03-14,2
789,21134,2023-12-04,3
790,13285,2024-06-18,1
791,20959,2023-01-13,1
792,3934,2024-03-15,1
793,14345,2023-08-09,2
794,19886,2023-10-21,1
795,7594,2024-05-15,1
796,11415,2024-02-15,1
797,495,2024-05-13,1
798,17111,2024-04-23,1
799,16602,2023-12-16,1
800,5118,2023-04-18,1
801,24355,2023-09-02,1
802,12955,2023-08-23,1
803,13235,2024-05-02,1
804,12737,2023-09-30,1
805,10308,2023-05-08,2
806,24874,2024-04-16,2
807,21246,2024-03-04,1
808,173,2023-08-26,2
809,17990,2023-07-26,1
810,19741,2023-03-27,1
811,22997,2024-05-11,1
812,12426,2023-08-24,1
813,13301,2024-03-06,1
814,13010,2024-06-18,3
815,5665,2023-08-28,1
816,18810,2023-05-28,1
817,253,2023-08-07,2
818,5680,2023-09-05,1
819,7366,2024-04-26,1
820,10055,2023-10-09,1
821,21158,2024-04-15,2
822,1057,2023-12-03,1
823,15492,2024-06-05,1
824,13786,2023-12-20,3
825,24092,2023-03-17,1
826,8491,2023-02-02,2
827,1377,2024-05-01,2
828,10580,2023-05-02,3
829,3905,2023-06-04,1
830,8230,2023-08-09,2
831,22683,2023-04-01,1
832,6294,2023-07-28,1
833,19976,2024-03-12,1
834,4122,2024-03-16,1
835,14885,2024-01-07,2
836,16981,2023-09-02,1
837,16229,2023-06-26,1
838,6941,2023-07-01,1
839,20219,2024-06-19,2
840,20668,2024-05-19,1
841,9412,2024-02-21,1
842,9332,2023-11-30,1
843,23730,2024-02-18,1
844,2381,2023-01-11,2
845,7452,2023-09-15,1
846,7785,2024-07-01,1
847,12777,2023-01-04,1
848,10311,2024-02-19,1
849,8101,2023-06-15,2
850,8681,2024-01-12,1
851,2561,2024-03-20,1
852,16875,2024-03-29,1
853,6205,2024-06-22,1
854,2069,2023-02-23,1
855,16998,2023-01-29,1
856,12834,2023-03-09,1
857,11243,2023-01-25,1
858,4749,2023-06-11,2
859,15632,2024-02-01,1
860,22699,2023-03-06,1
861,6648,2023-03-30,2
862,5997,2023-09-29,1
863,11846,2024-05-16,1
864,7430,2023-12-03,1
865,937,2023-06-16,3
866,2205,2023-07-19,1
867,17581,2023-09-30,2
868,15337,2023-03-03,2
869,18,2023-10-06,1
870,9368,2024-01-11,1
871,12817,2024-06-16,1
872,441,2024-05-05,2
873,3816,2023-04-06,1
874,18664,2023-12-05,1
875,11232,2024-03-06,3
876,7272,2024-02-12,1
877,2567,2023-07-04,2
878,9643,2023-01-17,1
879,1,2023-09-20,1
880,14059,2023-01-28,1
881,23587,2023-02-14,3
882,22274,2024-01-18,1
883,13897,2023-08-09,1
884,13372,2024-06-06,1
885,21999,2024-05-31,1
886,14397,2023-11-05,1
887,20859,2023-10-08,1
888,12737,2024-03-20,1
889,20535,2023-01-22,1
890,13296,2023-07-11,1
891,22098,2023-06-10,1
892,23250,2024-06-20,2
893,11544,2024-03-05,1
894,12154,2023-11-11,1
895,10187,2024-03-05,3
896,7393,2024-04-04,2
897,16657,2024-07-02,1
898,10634,2023-07-21,1
899,6841,2023-02-10,1
900,12066,2023-05-23,1
901,1089,2024-04-20,1
902,36,2023-01-18,1
903,3990,2024-04-17,1
904,3475,2024-03-01,2
905,6866,2023-02-21,3
906,10792,2023-10-20,3
907,11357,2023-04-19,1
908,4274,2023-05-03,2
909,12963,2024-05-26,1
910,6182,2024-04-17,3
911,13678,2023-12-18,1
912,24047,2024-05-25,1
913,15500,2023-02-17,1
914,9451,2023-05-06,1
915,4292,2024-03-23,1
916,13726,2023-05-29,2
917,1566,2023-01-22,3
918,60,2023-08-02,1
919,13957,2024-05-17,1
920,4719,2024-01-16,1
921,1719,2024-01-13,1
922,1563,2024-05-09,1
923,15374,2023-12-05,1
924,509,2023-08-13,1
925,1148,2023-01-23,1
926,22708,2023-08-13,1
927,6942,2023-09-24,2
928,3225,2023-06-30,1
929,343,2024-04-25,1
930,5972,2023-07-08,1
931,1652,2024-05-12,1
932,8809,2023-11-09,1
933,15451,2023-11-09,1
934,13319,2024-06-06,2
935,2199,2023-07-26,1
936,17998,2023-04-01,3
937,3955,2023-07-09,2
938,19917,2023-04-21,1
939,21869,2023-04-26,1
940,4804,2023-03-05,1
941,22183,2024-02-17,1
942,3362,2023-04-06,1
943,14615,2023-11-29,1
944,3671,2023-12-15,2
945,6520,2023-05-30,2
946,17410,2024-04-23,2
947,619,2023-08-18,2
948,24877,2023-08-10,1
949,10843,2023-08-07,1
950,6310,2023-02-23,1
951,15107,2023-05-20,1
952,3706,2023-12-26,2
953,5088,2023-11-28,3
954,20338,2023-02-19,1
955,10322,2023-12-05,1
956,8087,2024-05-30,1
957,4478,2024-04-12,1
958,19673,2023-05-28,2
959,3535,2024-02-12,1
960,11329,2023-05-15,1
961,1179,2023-06-04,1
962,11723,2023-02-15,1
963,15692,2023-07-12,1
964,6272,2024-06-15,2
965,21869,2023-06-25,1
966,6010,2024-06-22,2
967,19867,2023-02-23,1
968,11800,2023-10-02,1
969,13634,2023-02-06,1
970,7276,2023-11-05,1
971,10533,2024-05-04,2
972,20747,2024-04-23,2
973,14912,2024-05-06,1
974,11418,2023-04-08,1
975,10636,2023-03-13,1
976,15250,2023-02-04,1
977,21478,2023-07-26,2
978,13716,2023-10-18,1
979,15592,2023-03-04,1
980,4872,2023-07-29,1
981,5021,2024-01-14,2
982,7720,2024-04-16,1
983,11628,2023-06-05,1
984,14028,2023-12-06,2
985,20988,2023-10-08,2
986,4291,2023-09-29,1
987,19197,2023-01-13,1
988,18728,2023-12-16,1
989,21393,2024-01-11,1
990,16383,2024-04-08,1
991,13631,2024-01-24,1
992,6480,2023-02-23,1
993,748,2023-07-13,1
994,15859,2024-01-01,1
995,9554,2024-03-02,1
996,8748,2023-10-12,1
997,5562,2023-06-19,1
998,18008,2023-09-29,1
999,12914,2024-06-11,2
1000,12467,2023-02-21,3
