product_id,product_name,category_id,unit_price,creation_date,is_discontinued
239,Ground DarkKhaki,9,245.39,2023-11-18,False
240,Born Gainsboro,4,107.94,2024-12-22,False
241,Draw PaleTurquoise,24,271.43,2025-03-01,False
242,Artist LightSteelBlue,20,217.64,2023-09-02,False
243,Save PaleTurquoise,5,463.75,2025-05-18,False
244,Ok DimGray,30,282.47,2025-02-23,False
245,Approach HoneyDew,6,67.04,2023-10-10,False
246,Help GhostWhite,9,190.24,2024-10-01,False
247,Year Gold,22,223.5,2024-08-29,True
248,Agreement DarkTurquoise,5,471.73,2025-02-25,False
249,Share LavenderBlush,5,11.24,2025-03-22,False
250,Establish DarkSeaGreen,18,472.54,2023-11-12,False
251,Blue Cornsilk,11,238.62,2025-05-12,False
252,Set Violet,17,429.49,2023-12-08,False
253,Side Aquamarine,26,373.27,2023-11-14,True
254,Water Violet,18,8.79,2024-07-12,False
255,Mr Maroon,23,206.32,2023-10-11,False
256,Degree Lavender,30,85.31,2023-10-07,False
257,Others FireBrick,9,204.33,2024-09-22,False
258,School LightSlateGray,4,281.14,2024-08-23,False
259,Surface DarkBlue,3,284.57,2024-12-28,True
260,Face AliceBlue,7,193.12,2023-09-08,False
261,Of LightYellow,24,388.95,2024-09-23,False
262,Development MediumSpringGreen,31,159.65,2024-04-02,False
263,Your LavenderBlush,4,108.93,2023-11-14,False
264,Image Plum,1,290.2,2024-09-04,False
265,Know Cornsilk,20,308.58,2023-09-26,False
266,Mind NavajoWhite,9,352.87,2024-12-06,True
267,Discussion DarkCyan,8,6.8,2023-10-31,False
268,Room CornflowerBlue,30,315.02,2024-04-03,False
269,That DarkMagenta,24,174.49,2024-12-25,False
270,Bring Orange,23,238.63,2023-09-27,False
271,Film LightSlateGray,1,494.74,2024-01-29,False
272,Power Lavender,11,288.55,2024-03-15,False
273,Table Wheat,21,401.91,2025-03-12,False
274,Trip LightPink,30,154.19,2024-04-07,False
275,Stage Aqua,19,112.38,2024-09-15,False
276,Section Crimson,29,203.85,2024-09-14,False
277,What SteelBlue,1,48.57,2025-01-07,False
278,Experience MediumSpringGreen,11,65.29,2025-03-24,False
279,Record DarkGreen,5,489.72,2025-01-07,False
280,Challenge Navy,7,301.43,2024-12-25,False
281,Thousand Fuchsia,7,132.33,2024-07-12,False
282,Themselves LightSlateGray,12,272.69,2023-08-29,False
283,Fill LightSeaGreen,26,359.09,2023-11-20,False
284,Traditional Bisque,30,345.98,2024-08-28,False
285,Effect Tan,8,330.47,2024-10-03,False
286,Suffer SeaShell,19,342.23,2024-10-19,True
287,Second Black,24,53.44,2024-04-18,False
288,Message GoldenRod,13,23.86,2024-10-02,False
289,Doctor GreenYellow,24,50.06,2024-01-17,False
290,Economic Lavender,15,49.81,2024-02-10,False
291,Speak Khaki,5,321.71,2025-05-18,True
292,Skill DarkMagenta,22,470.72,2024-02-07,False
293,Available LimeGreen,7,116.4,2024-11-20,False
294,Stop Crimson,31,64.06,2024-08-01,False
295,Notice DarkViolet,3,439.3,2023-10-31,False
296,Whose Thistle,20,91.9,2024-11-05,False
297,He DimGray,23,211.35,2025-02-06,False
298,South Chocolate,22,395.94,2024-09-13,False
299,Least Wheat,31,394.42,2024-02-09,False
300,Step Navy,7,103.46,2023-12-29,False
301,More LightBlue,5,382.2,2023-09-22,False
302,Kid SpringGreen,11,201.04,2025-01-02,False
303,Soldier SeaGreen,15,69.66,2025-03-18,False
304,Open LightCyan,11,27.68,2025-05-12,False
305,Blue OrangeRed,23,406.11,2023-09-27,True
306,Half LightYellow,5,94.58,2023-11-04,False
307,Fund DarkGreen,17,30.65,2023-12-31,False
308,Mouth Cornsilk,19,374.42,2024-09-30,True
309,Type DeepSkyBlue,4,133.01,2023-10-07,False
310,Attention Lavender,2,64.53,2024-04-19,False
311,East DeepPink,1,182.09,2023-10-16,True
312,Medical Orange,6,410.46,2024-10-24,False
313,Decide Ivory,14,60.48,2024-05-01,False
314,Religious Maroon,14,208.22,2024-08-18,False
315,Party CadetBlue,4,347.0,2023-12-02,False
316,Some DodgerBlue,23,402.89,2024-11-07,False
317,Fight DarkMagenta,17,427.08,2023-09-12,False
318,Site NavajoWhite,18,97.26,2024-03-30,False
319,But SteelBlue,30,36.21,2023-11-01,False
320,Behavior Sienna,10,487.18,2024-06-19,False
321,Hot Thistle,31,453.43,2023-12-15,False
322,School BlueViolet,9,462.11,2025-03-24,False
323,Into MediumPurple,1,130.77,2023-11-01,False
324,Soon PaleVioletRed,30,358.25,2024-01-29,False
325,Step DarkSalmon,8,486.04,2024-08-16,False
326,Call MistyRose,11,112.88,2024-06-04,False
327,Better Purple,31,477.82,2025-02-24,False
328,Big Yellow,20,289.54,2024-06-13,False
329,Because MediumVioletRed,25,484.98,2024-01-05,False
330,Be SaddleBrown,1,20.55,2024-11-24,True
331,Will DarkOliveGreen,20,474.45,2023-09-07,False
332,Available Gray,31,27.66,2025-04-04,False
333,Sign RoyalBlue,29,444.46,2023-11-07,False
334,Book Bisque,3,484.66,2024-03-08,False
335,Situation MediumOrchid,30,161.03,2024-02-20,False
336,Any OliveDrab,23,449.15,2024-01-30,False
337,Step Cornsilk,28,424.87,2024-11-23,False
338,Loss PowderBlue,18,224.39,2025-03-18,False
339,Imagine LightPink,29,440.8,2024-03-25,False
340,Father Cyan,15,435.46,2024-02-24,False
341,Decide Gainsboro,29,68.04,2024-08-16,False
342,Thousand MediumTurquoise,28,234.96,2025-04-15,False
343,Have Chartreuse,28,237.94,2024-07-20,False
344,Including SandyBrown,25,472.39,2024-01-11,False
345,Live Magenta,17,402.62,2023-11-08,False
346,Company SpringGreen,31,441.7,2025-03-07,False
347,None Gray,6,220.47,2023-10-29,False
348,Develop Olive,31,241.74,2024-01-08,False
349,Some Tomato,25,244.93,2025-02-20,False
350,Including MediumOrchid,29,243.84,2025-02-10,False
351,Attorney Orchid,9,47.8,2024-12-03,False
352,Sort ForestGreen,9,8.65,2024-05-30,False
353,Lay Gainsboro,14,30.62,2025-04-20,False
354,Teach MistyRose,4,338.68,2023-11-24,False
355,See DarkKhaki,13,134.79,2024-04-15,False
356,Include AliceBlue,8,59.05,2024-07-07,False
357,Billion AliceBlue,5,390.67,2023-10-21,False
358,Society Thistle,4,264.19,2023-09-28,False
359,Almost Purple,15,257.57,2024-05-27,False
360,Something SeaShell,31,166.09,2024-07-13,False
361,My RoyalBlue,8,495.75,2024-05-17,False
362,Amount SeaShell,3,131.37,2023-09-09,False
363,Tax LightCyan,2,351.77,2025-04-17,False
364,Five Orchid,21,175.03,2024-01-28,False
365,Attack MediumSlateBlue,4,118.38,2025-04-27,True
366,Agreement DarkBlue,15,179.61,2023-11-08,True
367,Between CadetBlue,9,443.74,2024-12-06,False
368,Late Lime,29,111.08,2024-10-27,False
369,Worker OliveDrab,14,93.36,2024-08-10,False
370,Instead CadetBlue,4,190.61,2023-09-27,True
371,Exactly Cyan,18,404.79,2024-06-14,False
372,Class NavajoWhite,27,264.82,2024-07-23,False
373,Ever LavenderBlush,26,18.53,2023-11-20,False
374,Like MediumPurple,20,331.63,2024-11-19,False
375,Save AntiqueWhite,5,8.18,2023-11-17,False
376,Media Turquoise,31,379.76,2024-08-09,False
377,Box DarkSalmon,29,115.0,2023-09-16,False
378,Others PaleGreen,14,238.84,2024-04-02,False
379,Put Brown,3,118.98,2025-02-24,False
380,Bank Red,16,353.95,2024-03-29,False
381,Visit Khaki,11,430.99,2025-04-07,False
382,Under GhostWhite,4,230.92,2025-05-03,False
383,Program DarkSalmon,24,376.32,2024-01-31,False
384,Task DarkOrchid,31,444.05,2024-06-08,False
385,Feeling DeepSkyBlue,17,216.42,2024-08-01,False
386,Technology DarkSalmon,6,462.64,2024-01-07,False
387,Pattern AntiqueWhite,24,429.86,2025-04-19,True
388,Somebody RoyalBlue,16,368.6,2024-10-10,False
389,Girl BurlyWood,15,344.55,2025-05-13,False
390,Federal PowderBlue,9,311.17,2024-09-01,False
391,Far AliceBlue,17,327.01,2025-03-07,False
392,Wish GreenYellow,17,157.8,2024-04-17,False
393,Market Crimson,14,108.99,2024-03-19,False
394,Wife MediumSlateBlue,24,386.97,2024-06-25,False
395,School SandyBrown,2,240.54,2024-12-23,False
396,Book Snow,22,437.7,2024-11-02,False
397,Toward PeachPuff,21,83.15,2023-09-30,False
398,Democrat DimGray,22,84.82,2023-09-11,False
399,Energy DarkSlateBlue,4,420.87,2023-12-03,False
400,Model MintCream,4,175.64,2024-07-28,False
401,Minute MintCream,21,284.65,2025-01-01,False
402,Recently Orchid,22,160.78,2025-04-20,False
403,Do BlanchedAlmond,18,320.69,2025-01-01,False
404,Red LightSeaGreen,9,249.05,2024-04-03,False
405,Cold Chartreuse,24,469.32,2023-10-03,False
406,Environment Azure,31,191.29,2025-04-03,False
407,Economic MistyRose,2,154.18,2024-03-02,False
408,Office MidnightBlue,11,499.59,2025-03-19,False
409,Yard Tomato,6,251.27,2024-12-17,False
410,Raise DarkGreen,19,434.85,2024-03-22,False
411,Able Salmon,23,355.0,2024-03-05,False
412,Tend CornflowerBlue,23,60.3,2024-07-06,False
413,Federal DarkOliveGreen,18,396.74,2024-07-11,False
414,Unit LemonChiffon,24,207.62,2023-11-28,False
415,Size Red,31,120.14,2024-02-21,False
416,Really Indigo,16,215.93,2023-10-23,False
417,Ago LightSteelBlue,9,56.09,2025-05-05,True
418,Tell Peru,19,248.35,2024-03-18,False
419,Trade LightCoral,14,120.11,2024-06-05,False
420,Language PeachPuff,31,488.38,2023-10-05,False
421,Home LightSeaGreen,17,217.36,2024-03-19,False
422,Finish MediumVioletRed,13,485.64,2024-01-18,True
423,Light SpringGreen,17,219.04,2025-02-01,False
424,Despite Chocolate,25,376.91,2024-07-18,False
425,Break Lime,14,85.54,2024-09-07,False
426,Final Red,9,496.36,2023-10-01,False
427,Plan Lime,18,440.59,2023-12-21,False
428,Kind Bisque,18,376.85,2024-07-26,False
429,Imagine LightSkyBlue,7,99.11,2024-05-23,False
430,Turn Cornsilk,18,356.74,2024-02-18,False
431,Personal Aqua,14,375.38,2024-11-21,False
432,Yes Chartreuse,29,142.82,2024-04-28,False
433,Top Magenta,14,330.02,2024-07-06,True
434,Official Teal,1,410.61,2024-06-03,False
435,Bag DarkMagenta,9,355.41,2024-11-17,False
436,Hair Turquoise,27,191.87,2024-07-16,False
437,Level FireBrick,4,414.81,2025-03-22,False
438,Ready Lime,25,393.63,2023-09-17,False
439,Apply PaleTurquoise,3,118.84,2024-11-12,False
440,Movie Cyan,10,448.17,2024-12-25,True
441,Fear DarkRed,15,451.87,2024-10-27,False
442,Put OrangeRed,24,141.03,2023-11-21,False
443,Authority Orange,25,425.55,2025-02-20,False
444,Manage CadetBlue,8,404.58,2025-01-16,False
445,Meeting LightYellow,20,328.01,2024-01-15,False
446,Door FloralWhite,20,208.89,2024-01-05,False
447,Plan HoneyDew,24,176.09,2024-07-01,False
448,Assume Olive,2,323.98,2024-09-22,False
449,Clearly Azure,21,248.12,2025-05-14,False
450,Summer Maroon,17,100.0,2025-04-24,False
451,Cost NavajoWhite,13,455.92,2024-03-10,False
452,White Peru,4,379.75,2023-12-08,False
453,Of Wheat,30,475.38,2023-12-05,False
454,Road LawnGreen,28,456.79,2024-11-02,False
455,Learn DarkSeaGreen,5,169.34,2025-03-26,False
456,Anything PowderBlue,22,93.88,2025-05-14,False
457,Speak Green,21,358.28,2023-09-09,False
458,Body CornflowerBlue,9,418.32,2024-02-03,False
459,Surface Gold,4,430.09,2024-01-18,False
460,Suddenly OliveDrab,31,274.63,2025-02-14,False
461,International LightSlateGray,22,372.32,2024-11-19,False
462,Body MediumVioletRed,9,135.24,2025-02-24,False
463,Part DarkGoldenRod,1,214.81,2024-08-18,False
464,Example Olive,20,219.57,2024-04-25,False
465,Stand LightGoldenRodYellow,18,168.77,2023-10-06,False
466,Than Ivory,9,244.75,2025-02-22,False
467,Product DimGray,29,89.28,2024-01-09,False
468,Open DarkOrchid,8,345.15,2024-02-20,False
469,Push Indigo,12,283.81,2023-08-31,False
470,Four LightSeaGreen,27,45.55,2024-10-29,True
471,Minute Cornsilk,31,423.11,2023-09-16,False
472,Few PaleTurquoise,21,189.42,2024-01-02,False
473,Drop Ivory,25,16.94,2023-09-28,False
474,Hope SandyBrown,26,171.33,2024-05-03,False
475,Kind HotPink,14,278.83,2024-04-28,False
476,Recent Cornsilk,20,194.54,2024-04-16,False
477,Decide DarkGreen,1,148.8,2024-08-18,False
478,Issue DarkRed,8,96.93,2023-10-11,False
479,Site GhostWhite,25,126.59,2023-12-11,False
480,History Peru,11,246.06,2024-09-16,False
481,Various Navy,9,5.47,2024-05-23,True
482,Spend OrangeRed,21,344.5,2025-04-09,False
483,Half Pink,17,226.55,2024-08-23,False
484,This PowderBlue,13,61.45,2023-09-16,False
485,Wear AntiqueWhite,30,27.38,2025-02-28,False
486,Third LightBlue,14,167.69,2024-08-16,False
487,Out DarkGray,19,403.86,2024-06-28,False
488,Day FireBrick,31,387.49,2024-08-03,False
489,Seven DeepPink,2,40.56,2024-12-19,False
490,Inside Orchid,28,101.91,2025-01-13,True
491,Color Chartreuse,6,156.63,2025-01-19,False
492,Movement Purple,23,362.26,2024-01-23,False
493,Alone BlanchedAlmond,4,463.73,2024-06-17,False
494,Maybe MediumSpringGreen,4,14.32,2025-01-02,False
495,Mention LightSkyBlue,26,155.14,2024-01-31,False
496,Contain Salmon,11,415.91,2024-10-02,False
497,Walk Orchid,6,368.29,2024-04-26,False
498,Politics DarkKhaki,11,143.62,2024-05-27,True
499,Media Lime,21,205.81,2024-07-16,True
500,Market Plum,9,93.19,2024-08-22,False
501,Finally MidnightBlue,14,460.43,2024-07-15,False
502,So GhostWhite,4,85.41,2024-07-16,False
503,Ready SlateBlue,31,318.63,2024-04-02,False
504,Although SeaShell,26,267.79,2024-11-18,False
505,Value Chocolate,20,361.78,2025-04-25,False
506,Beyond DarkRed,23,115.67,2024-09-26,False
507,Color DarkKhaki,12,360.71,2024-10-31,True
508,City HotPink,13,64.89,2024-08-28,True
509,Watch LightCyan,18,328.61,2025-02-11,False
510,Door SlateGray,28,30.39,2023-10-30,False
511,Yourself AntiqueWhite,27,279.5,2024-06-29,False
512,Gas MediumAquaMarine,25,296.32,2025-05-07,False
513,Anything GhostWhite,21,162.76,2023-09-12,False
514,Student PaleTurquoise,28,339.58,2024-02-18,False
515,Generation SeaShell,20,89.89,2023-09-08,False
516,Travel Beige,9,25.08,2023-11-25,False
517,Control PeachPuff,10,33.68,2024-10-17,False
518,Common Ivory,8,200.24,2023-12-18,False
519,Score Blue,18,52.62,2024-10-16,False
520,Science DarkOliveGreen,5,204.37,2024-05-09,False
521,Difficult HoneyDew,25,221.15,2024-07-03,False
522,For DarkMagenta,18,308.52,2023-08-25,False
523,All AntiqueWhite,1,239.04,2024-12-21,True
524,Sure PaleGoldenRod,14,300.8,2024-10-10,True
525,Hold DarkCyan,9,331.84,2024-02-19,True
526,Wind PaleGoldenRod,25,46.94,2024-11-29,False
527,Congress LightSalmon,1,69.77,2025-02-27,False
528,Performance MediumBlue,15,102.48,2023-11-09,False
529,Experience Tan,6,287.16,2024-09-05,False
530,Specific DeepPink,14,98.92,2024-04-06,False
531,Least MediumVioletRed,14,356.54,2024-06-15,False
532,Way Aquamarine,26,368.22,2024-08-02,False
