inventory_id,product_id,warehouse_id,stock_level
1601,321,1,415
1602,321,2,94
1603,321,3,22
1604,321,4,152
1605,321,5,276
1606,322,1,383
1607,322,2,70
1608,322,3,415
1609,322,4,145
1610,322,5,178
1611,323,1,131
1612,323,2,451
1613,323,3,296
1614,323,4,405
1615,323,5,125
1616,324,1,462
1617,324,2,61
1618,324,3,214
1619,324,4,87
1620,324,5,128
1621,325,1,499
1622,325,2,84
1623,325,3,118
1624,325,4,177
1625,325,5,182
1626,326,1,447
1627,326,2,172
1628,326,3,2
1629,326,4,183
1630,326,5,428
1631,327,1,303
1632,327,2,266
1633,327,3,161
1634,327,4,497
1635,327,5,420
1636,328,1,266
1637,328,2,215
1638,328,3,146
1639,328,4,386
1640,328,5,137
1641,329,1,380
1642,329,2,277
1643,329,3,325
1644,329,4,182
1645,329,5,376
1646,330,1,329
1647,330,2,85
1648,330,3,4
1649,330,4,309
1650,330,5,76
1651,331,1,149
1652,331,2,436
1653,331,3,190
1654,331,4,416
1655,331,5,468
1656,332,1,66
1657,332,2,55
1658,332,3,478
1659,332,4,398
1660,332,5,222
1661,333,1,439
